beer_beerid,beer_name,beer_style,distance
49301,Red Head Irish Ale,Irish Red Ale,0.194623318510361
56893,Michigan Amber,American Amber / Red Lager,0.19559862645160458
69479,Demon D'or,Belgian Strong Pale Ale,0.19566187842615623
36665,Three Boys Pils,German Pilsener,0.19648306605888702
43658,Gurten BäreGold,Munich Helles Lager,0.1971856505640286
39271,Prosim Pilsner,Czech Pilsener,0.1971856505640286
20139,Roman Export,Euro Pale Lager,0.1971856505640286
76739,Camo,American Double / Imperial IPA,0.1971856505640286
19410,Hefeweizen,Hefeweizen,0.19742120454429257
51527,Strawberry Goldies Blonde Ale,Fruit / Vegetable Beer,0.19908867398388186
48509,Irish Draught Ale,Irish Dry Stout,0.19908867398388186
43781,Crystal Wheat Ale,American Pale Wheat Ale,0.1995932869092056
53364,Northwest Porter,American Porter,0.20140014326012123
65158,Winter Warmer,Winter Warmer,0.20140014326012123
70199,Juicy Peach Ale,Fruit / Vegetable Beer,0.20186273192155976
55706,Bourbon Barrel Existential Porter,American Porter,0.20368005639600326
51345,Blueberry Beer,Fruit / Vegetable Beer,0.20368005639600326
13686,Nor'Wester White Forest Ale,Scottish Ale,0.2043817524821961
19872,St. Hermes,Belgian Strong Pale Ale,0.2043817524821961
44900,Great American Restaurants Octoberfest,Märzen / Oktoberfest,0.20438885932309736
45232,Rauchbier,Rauchbier,0.20506964423753257
36764,Blackberry  Ale,American Pale Ale (APA),0.20753942935578842
73105,Kuhnhenn Fest,Märzen / Oktoberfest,0.20753942935578842
36054,3rd Eye Triple,Tripel,0.20810814448259
63078,Maximus (Barrel Aged),American Barleywine,0.2087167449770501
72625,111 Pilsener,German Pilsener,0.20949433590682043
69618,Desert Select Black Imperial IPA,American Black Ale,0.20986711432320063
48228,Giant,American Double / Imperial Stout,0.21045954907080075
48230,Triple Diamond,Tripel,0.21045954907080075
46735,Imperial Billsner,Euro Strong Lager,0.21045954907080075
67729,Phelan Irish Red,Irish Red Ale,0.21117712939539451
30990,DeGroen's Pils,Czech Pilsener,0.21188697966200806
59446,Cordillera Blanca (White Chocolate Ale),Herbed / Spiced Beer,0.21211192058333256
18022,West Coast Wheat,American Pale Wheat Ale,0.2121660640824545
66164,Harwood Myth,English Porter,0.212236017976871
73902,Sun King Belgian Pale Ale,Belgian Strong Pale Ale,0.2124098418494014
44251,Summer Belgian Witbier,Witbier,0.2124098418494014
73897,Freckles Saison,Saison / Farmhouse Ale,0.2124098418494014
51227,Summer Solstice Raspberry Brown Ale,Fruit / Vegetable Beer,0.2124098418494014
62523,Cabernet Oak Aged Nihilist Imperial Stout,American Double / Imperial Stout,0.2124098418494014
55609,Sub Zero,American Pale Ale (APA),0.2124098418494014
73113,Two Buttes Belgian IPA,Belgian IPA,0.2124098418494014
67026,Doc's Double Pale Ale,American Pale Ale (APA),0.21290010860648648
35573,Fat Boy Blue,Fruit / Vegetable Beer,0.21426865897459224
43975,Peach Wheat,Fruit / Vegetable Beer,0.21465139717354997
72524,Black Forest H.E. Double Hockey Sticks Helles Lager,Munich Helles Lager,0.21501759041908852
77172,Runaway Ferry Imperial IPA,American Double / Imperial IPA,0.21501759041908852
75482,Bad Luck Blonde,American Blonde Ale,0.215077226043761
49712,Blackhole Imperial Oatmeal Porter,American Porter,0.215077226043761
35894,Red Light Ale,American Amber / Red Ale,0.215608761735018
71093,Jimvar Bohemian Pilsener,Czech Pilsener,0.21572373664771619
63852,Aiken Kolsch,Kölsch,0.21625157982635157
44327,Raspberry Wheat Ale,Fruit / Vegetable Beer,0.21674184676989372
43633,Export Bier (Lager),Euro Pale Lager,0.21855831398776057
22974,Fuglsang Bock øl,Bock,0.21965478007255781
48328,Holy Helles Gone Wild,Munich Helles Lager,0.2197673689515029
44169,Raspberry Saison,Saison / Farmhouse Ale,0.22038634935845589
59042,Garrett's Gold,American Pale Lager,0.22038634935845589
66724,Hat Trick Tripel,Tripel,0.22038634935845589
51291,Wheat Wine,Wheatwine,0.22038634935845589
44963,Mercy Brown Imperial Brown Ale,American Brown Ale,0.2217060603339822
48656,Smokestack Amber Ale,American Amber / Red Ale,0.22175150304901367
37450,Tagus,Euro Pale Lager,0.22227638485195267
22956,Chaco Nut Brown,English Brown Ale,0.2230054414613281
64888,Hop Goddess,American IPA,0.22374063970528135
77067,Queen-OA,Fruit / Vegetable Beer,0.22450747284568826
75556,Belgian IPA,Belgian IPA,0.22450747284568826
58325,Citrus Fest,American Amber / Red Ale,0.22450747284568826
57300,Raspberry Pale Ale,Fruit / Vegetable Beer,0.22450747284568826
72992,Persha Privatna Brovariya Extra,Euro Pale Lager,0.22450747284568826
76237,Sugar Bush Stout,American Stout,0.22450747284568826
75800,Dunkel-Vice,Dunkelweizen,0.22450747284568826
25809,Southport Southtoberfest,Scotch Ale / Wee Heavy,0.22463676536098992
69024,Toasted Ah Ah Pale Ale,American Pale Ale (APA),0.2247366047694009
37191,Samsquanch,English Barleywine,0.2248456579619977
39779,IPA Ice,American IPA,0.2248456579619977
34985,Blizzard Imperial Pale Ale,American Double / Imperial IPA,0.2248456579619977
73227,E.S.B.,Extra Special / Strong Bitter (ESB),0.2248456579619977
8889,Dragon's Milk,Extra Special / Strong Bitter (ESB),0.2248456579619977
48470,Winter Wonder,Schwarzbier,0.2248456579619977
29642,FranklinStein,American Porter,0.2248456579619977
12189,Instigator Bock,Maibock / Helles Bock,0.2248456579619977
70896,American Amber Lager,American Amber / Red Lager,0.2248456579619977
25716,Iron Mine Pale Ale,American Pale Ale (APA),0.2248456579619977
72582,Inspiration Ale,American Pale Ale (APA),0.2249580253605261
8573,Gordon Biersch Vienna Lager,Vienna Lager,0.22643116245117478
51050,I'm Seeing Double IPA,American Double / Imperial IPA,0.22644378854894323
40872,Battin Fruitée,Fruit / Vegetable Beer,0.22700449118061608
71582,Coal Miners Black IPA,American Black Ale,0.22710062446600437
14276,Red Rock,Euro Dark Lager,0.22730723062875488
73456,Local Mocha Coffee Stout,American Stout,0.22735163627638316
76804,Cherry Christmas,Fruit / Vegetable Beer,0.22739725601840927
51244,Huckleberry Hefeweizen,Fruit / Vegetable Beer,0.22739725601840927
51174,Hopnosis American Pale Ale,American Pale Ale (APA),0.22739725601840927
68035,Hot Headed Red Head,English Strong Ale,0.22739725601840927
56767,Fuggles Bitter,English Bitter,0.22755017749963946
56156,Howlin' Red Ale,Irish Red Ale,0.22755017749963946
67580,Engine #2 Ale,American Pale Ale (APA),0.22791374708331297
65398,Foster's Beer,Euro Pale Lager,0.2280074637616365
39578,Milly's Burton Ale,English Pale Ale,0.2280077943290697
47838,Sebastin Bock,Bock,0.22840685512165082
60159,8 Pounder Imperial Pilsener,German Pilsener,0.22840685512165082
71864,Double Black IPA,American Black Ale,0.23028375806303736
56934,Exclusive,Euro Pale Lager,0.2303949345139248
71101,Tap Room No. 21 Brewery Wheat Beer,American Pale Wheat Ale,0.23156073248127074
29527,Thunder Canyon El Hefe Weizen,Hefeweizen,0.23173276735635917
72238,Blue Skies In Brugge,Fruit / Vegetable Beer,0.23207515427420947
54401,Willimantic Working Woman's Wheat,American Pale Wheat Ale,0.23246274028319272
74184,N.W.A. (New World Ale),American Pale Ale (APA),0.23271578691742437
75779,Black Magic RyPA,American Black Ale,0.23271578691742437
58816,New Holland Gruit,Scottish Gruit / Ancient Herbed Ale,0.23271578691742437
48104,Cream Stout,Milk / Sweet Stout,0.23271578691742437
56667,Peter Piper,American Wild Ale,0.2329578152180628
68555,CATT County Cuvee',Belgian Strong Pale Ale,0.2329578152180628
73388,Angry Chicken,American IPA,0.2329578152180628
71502,Steamboat Stout,American Stout,0.2329578152180628
59444,Golden Grizzle,Tripel,0.23308710167945063
60758,Jubilee Ale (Bourbon Barrel Aged),Old Ale,0.23308710167945063
56526,Big Island,American Double / Imperial IPA,0.23308710167945063
49337,Wildflower Wheat,American Pale Wheat Ale,0.23309696063700028
69046,Knight Rider,American Black Ale,0.23343896183212332
65870,Sommer's Milk Stout,Milk / Sweet Stout,0.23343896183212332
48890,20th Anniversary Old Ale,Old Ale,0.23359779433859884
53335,Ke To Re Ale,Herbed / Spiced Beer,0.2336125192327417
66960,Calavera Smoky Scottish Ale 80/-,Scottish Ale,0.23380083959544662
70350,Luciana,Saison / Farmhouse Ale,0.23381821274498304
72264,Seven Gates Of Hops - Gate 4,American Pale Ale (APA),0.23381821274498304
55905,Highlands Doppelbock,Doppelbock,0.23430247091966916
62299,Colorado Cauim,Euro Pale Lager,0.2345057568933659
52241,Imperial Irish Red Ale,Irish Red Ale,0.2345539574339799
67809,Ambrosia Ale,Herbed / Spiced Beer,0.23484252822734258
63368,Barrel Aged Big Hugs,American Double / Imperial Stout,0.2348694630676261
69661,Big Horn Blonde,American Blonde Ale,0.23487503931885043
70283,Red Mountain Wheat,Hefeweizen,0.23487503931885043
74690,Grandpa Bear’s Double Golden Honey Ale,American Strong Ale,0.23487503931885043
74687,Badlands Pale Ale,American Pale Ale (APA),0.23487503931885043
69662,Buttface Amber,American Amber / Red Ale,0.23487503931885043
29245,Uncle Patty's Oatmeal Stout,Oatmeal Stout,0.23545704381811558
54084,Black Thai,Russian Imperial Stout,0.23660921771079957
76265,Kräftig Light,Light Lager,0.23683722873698992
14888,Sweet Stout,Milk / Sweet Stout,0.23690803688234116
69825,Organic Barley Wine,English Barleywine,0.2369487326266565
74153,Extra Fresh Hopped Wildfire Red,American Amber / Red Ale,0.2369487326266565
66324,The Big Lebrewski,American Double / Imperial IPA,0.2369487326266565
58237,Sinfully Delicious DSA,Belgian Strong Dark Ale,0.2369487326266565
76222,Sticke,Altbier,0.2369487326266565
77028,Scottish Heart Scotch Ale,Scotch Ale / Wee Heavy,0.2369487326266565
56257,Smokin' Bagpipes Strong Scotch Ale,Scotch Ale / Wee Heavy,0.2369487326266565
66501,Toe Tingler Stout,American Stout,0.2369487326266565
74897,Oakeroo,Winter Warmer,0.2369487326266565
52174,Unnamed DIPA,American Double / Imperial IPA,0.2369487326266565
52838,Nugg E Fresh Wet Hop,American Amber / Red Ale,0.2369487326266565
57835,Little Magic Pale Ale,English India Pale Ale (IPA),0.2369487326266565
54411,Big Red IPA,American IPA,0.2369487326266565
66772,Old Harold,English Barleywine,0.2369487326266565
58364,Veloci-Rapture,Rye Beer,0.2369487326266565
46259,Saazilla,American Double / Imperial Pilsner,0.2369487326266565
74677,Frederic's Lost Arm,Saison / Farmhouse Ale,0.2369487326266565
20864,Obolon Extra,Euro Pale Lager,0.23716865727812322
71971,20th Anniversary American IPA,American IPA,0.23742544776845947
46212,Gambrinus Dunkles Bier,Schwarzbier,0.23761567185810184
62492,Fortezza,Herbed / Spiced Beer,0.2377375565930172
75000,Sergent Fury's Red Ale,American Amber / Red Ale,0.23782997319190707
44870,The Sass,American Brown Ale,0.2381342768101882
15199,Old Redwood Square Barleywine,American Barleywine,0.2387992878799237
33668,Gold Spezial,Vienna Lager,0.23946734340394585
46682,Sahti,Sahti,0.23960413204629996
65258,Ned's Flanders,Flanders Oud Bruin,0.24089321611926323
55515,The Hammer,American IPA,0.24089321611926323
74669,Witch Doctor,American Strong Ale,0.24114923375451164
49001,Miss Charlotte's IPA,American IPA,0.2419190115861967
68862,Barrel Aged Scotch Ale,Scotch Ale / Wee Heavy,0.24255156761187907
47599,Bruichladdich -- 2008 Peat Ale,English Strong Ale,0.2428624097701041
30032,Chester County Lightning,American Adjunct Lager,0.24297295553207435
39295,Double Bock,Doppelbock,0.24351147837140805
39595,Double India Pale Ale,American Double / Imperial IPA,0.24351147837140805
38802,Brick Wheat,American Pale Wheat Ale,0.24468651073773118
48095,Black Pearl Ale,American Brown Ale,0.2451075213216666
68265,Weizenbock,Weizenbock,0.245156466889179
9276,Oktoberfest Märzen,Märzen / Oktoberfest,0.245156466889179
18821,Deep River Wheat,American Pale Wheat Ale,0.245156466889179
60475,Mi Mei Honey Plum Hefeweizen,Hefeweizen,0.245156466889179
65605,Crown Light,American Blonde Ale,0.24567390400519148
76835,Minerva Lupe-Reyes,Weizenbock,0.24647862351743
52234,Flatlander IPA,American IPA,0.24656474439831455
54606,Next Door Ale,English Pale Mild Ale,0.24664363155696484
47221,Freiburger Pilsner,German Pilsener,0.24679377705294006
59461,Belexes,Tripel,0.24679377705294006
50944,Barleywine,American Barleywine,0.2469683259201486
38006,Pump Room Lager,American Adjunct Lager,0.24705122429286264
43258,Mojave Silver,Light Lager,0.24715666112619916
62539,Kings Alley Alt,Altbier,0.24728113989454942
74449,Macaddodles Irish Style Red Ale,Irish Red Ale,0.24730121578210384
59388,Schebo Bitter,English Bitter,0.24730229148842559
40289,Heaven Or Helles,Munich Helles Lager,0.24751029685091447
23835,American Pale Ale,American Pale Ale (APA),0.24751029685091447
59619,TM 10,Saison / Farmhouse Ale,0.24751029685091447
30066,Lublin Lager,Euro Pale Lager,0.24751029685091447
70799,Belgian Pale Ale,Belgian Pale Ale,0.24751029685091447
67605,Tripel B,Tripel,0.24751029685091447
44064,Johnny Re-Blaze Beer,Herbed / Spiced Beer,0.2475115597550842
74692,Bisti Blonde,American Blonde Ale,0.2478379047311287
51168,Hop Scotch Ale,Scottish Ale,0.2478379047311287
71672,King Colona,American Double / Imperial Pilsner,0.2478379047311287
64135,Anniversary Ale,Dubbel,0.24810706063547136
67298,WIIL Rock Doppelbock,Doppelbock,0.24810706063547136
29746,Bourbon Barleywine,American Barleywine,0.24818954121207837
69510,Bourbon Barrel Quad,Quadrupel (Quad),0.24829086248038992
69204,Collaboration,American IPA,0.24889327315352597
70097,Bourbon Bitter,English Bitter,0.24986619343914176
69020,Vanilla Chocolate Porter,American Porter,0.24999511998159157
68835,C.R.E.A.M.,Cream Ale,0.25018978710359135
72324,Wheelman's Wheat,American Pale Wheat Ale,0.25042796526924116
12108,St. Alfonzo,Belgian Strong Dark Ale,0.2504502287377856
32369,Loup Blond,Euro Pale Lager,0.2507947811738768
37267,Jurgy's Pale Lager,American Pale Lager,0.25088335031152226
35233,Milly's Currant Affair,Fruit / Vegetable Beer,0.25088335031152226
49147,Polonia Pils,Czech Pilsener,0.25090365673171966
37275,Powderhorn Pilsener,German Pilsener,0.25140306849029836
56816,Quaker City Stout,Oatmeal Stout,0.2517319580925218
73483,Hopapalooza,American Double / Imperial IPA,0.2517319580925218
73482,Simcoe IPA,American IPA,0.2517319580925218
36040,Tipple And Tarrey Irish Red,Irish Red Ale,0.25181771371049655
16514,Brewhouse Bitter,English Bitter,0.25181771371049655
9028,Aguila Imperial Edicion Especial,American Adjunct Lager,0.2521684240273976
12442,Slacker Pale Ale,American Pale Ale (APA),0.25291297881207386
41996,Lysholmer Lite,Euro Pale Lager,0.25302324001372
46000,Dubbel Trouble Belgian Ale,Dubbel,0.25302324001372
48892,Piranha Pale Ale,American Pale Ale (APA),0.2531196607134996
67073,Hallenbrick Weizenbock,Weizenbock,0.2531196607134996
49533,El Toro XV Anniversary Ale,American Barleywine,0.2533602416664274
49281,Stone Pale Ale With Coriander,American Pale Ale (APA),0.2538181853065084
64554,Pioneer Belgian Red,Belgian Pale Ale,0.25391741466354373
25711,Nut Brown Ale,American Brown Ale,0.25402743678560336
34505,Saison DuPed,Saison / Farmhouse Ale,0.25435760352803444
75940,Raggea Stout,English Stout,0.2551111554668248
12523,Fohrenburger No. 1,Euro Pale Lager,0.25520978967870933
44474,Jesse James Americas Outlaw Beer,American Pale Wheat Ale,0.2559303796722376
67577,Marzen Lager,Märzen / Oktoberfest,0.2560432286114243
67599,Russkiy Dar Kvas,Kvass,0.2560606476418894
15002,Patapsco Gold,American Blonde Ale,0.2560606476418894
35462,Chocolate Cherry Stout,American Stout,0.2560606476418894
34110,Amberly Eyes,American Amber / Red Ale,0.2560606476418894
17751,Tuninator,Doppelbock,0.2562819162453803
76391,Wheat,American Pale Wheat Ale,0.25628351684840905
76070,Hill's Gold,American Blonde Ale,0.25628351684840905
75250,McGuffin Amber Ale,American Amber / Red Ale,0.25628351684840905
35480,Smoked Pumpkin Porter,Pumpkin Ale,0.2563084051650426
72296,Mare Undarum,Belgian IPA,0.2563692838738795
66234,Bed Head Red,American Amber / Red Ale,0.25698309989461304
3630,Weimaraner Wheat,American Pale Wheat Ale,0.257242306643485
30385,Mussel Ridge Summer Ale,American Blonde Ale,0.2573590478022114
25433,Bock,Bock,0.25738117124178567
32717,Woodstock Pilsner,German Pilsener,0.257585015216038
64386,Frozen Tail Ale,Winter Warmer,0.2577784551230645
34923,Oak-Aged Imperial Wit,Witbier,0.2578844618982089
68196,Lame Devil Farmhouse Ale,Saison / Farmhouse Ale,0.2578844618982089
68201,Blueberry Wheat,American Pale Wheat Ale,0.2578844618982089
59190,Highland Heather Scotch Ale,Scotch Ale / Wee Heavy,0.2578844618982089
68784,Hemp Ale,American Pale Ale (APA),0.2578844618982089
72168,The Redeye Irish Red Ale,Irish Red Ale,0.2578844618982089
66019,White Birch Holiday Ale 2010,American Double / Imperial Stout,0.2578844618982089
64976,Jasper Murdock's Private Stock '09,English Strong Ale,0.2578844618982089
68198,Monte Weizen Ale,Hefeweizen,0.2578844618982089
59807,1850 Scotch Ale,Scottish Ale,0.2578844618982089
71593,Eleven By Volume,Belgian Strong Dark Ale,0.2578844618982089
34993,Hopfen Treader,American Double / Imperial IPA,0.2578844618982089
72186,ESB (Extra Special Bitter),Extra Special / Strong Bitter (ESB),0.2578844618982089
68782,Birra Malefico,Belgian Dark Ale,0.2578844618982089
68202,Suzy's ESB,Extra Special / Strong Bitter (ESB),0.2578844618982089
13663,Brown Ale,English Brown Ale,0.2578844618982089
59045,Wayne Kuhrs Beware! English Style D.I.P.A.,English India Pale Ale (IPA),0.2578844618982089
40209,Off-Kilter Scottish Ale,Scottish Ale,0.2578844618982089
59365,Hop Cloud Pale Ale,American Pale Ale (APA),0.2578844618982089
71586,The Honey Brunette,American Amber / Red Ale,0.2578844618982089
71579,Heifer Hefeweizen,Hefeweizen,0.2578844618982089
72187,Summer Ale,American Blonde Ale,0.2578844618982089
71571,Bungy Blonde Ale‏,American Blonde Ale,0.2578844618982089
68677,MoonBow Wit,Witbier,0.2584452116505986
64470,Aromatic Ale,Belgian Strong Pale Ale,0.2585634710160034
37203,Paulaner Weißes Gold,Kristalweizen,0.2585634710160034
64469,Blanche,Witbier,0.2585634710160034
60418,Rosie,Herbed / Spiced Beer,0.2589876367042974
55339,Washington Park Wheat,American Pale Wheat Ale,0.2589876367042974
67272,Pentabulous,American Strong Ale,0.2589876367042974
68132,C3: Dry-Hopped American Mild,English Dark Mild Ale,0.2589876367042974
17494,All American Pale Ale,American Pale Ale (APA),0.2589876367042974
73812,Hop Karl,American Pale Ale (APA),0.2589876367042974
63266,Pilsener,Czech Pilsener,0.2589876367042974
50503,Ivy's Blueberry Ale,Fruit / Vegetable Beer,0.2589876367042974
57638,Kuhnhenn Belgian IPA,Belgian IPA,0.2589876367042974
73867,Pro-Am Dortmunder,Dortmunder / Export Lager,0.2589876367042974
75588,Dachshund Dunkelweizen,Dunkelweizen,0.2589876367042974
75989,Bees Knees Honey Ale,American Blonde Ale,0.2589876367042974
48498,Legend,American Adjunct Lager,0.2591013007683218
73228,Honey Porter,American Porter,0.2593445116401893
70432,Berliner Weiss,Berliner Weissbier,0.2593445116401893
70933,Rocky Road Stout W/Almonds And Chocolate,American Stout,0.2593445116401893
38669,Titanic Strong Ale,American Strong Ale,0.259724341963133
63305,Golden Lager,Munich Helles Lager,0.2599024762434505
69359,Cerveza Queretaro,American Amber / Red Ale,0.26015178846613324
10124,English Brown Ale,English Brown Ale,0.26027601590629296
35524,Sugarnator,Doppelbock,0.2608644117282985
18705,U.S. Blues Blueberry Ale,Fruit / Vegetable Beer,0.2613843483889269
64985,Cinnamon Spiced Cranberry-Cherry Ale,Fruit / Vegetable Beer,0.26152374829069286
21463,Bock Au Chocolat,Maibock / Helles Bock,0.2615924820457004
31008,American Bitter Ale,English Bitter,0.26168813629809934
65799,Old Silenus Amber,Old Ale,0.26168813629809934
59207,Undun Blonde,American Blonde Ale,0.26168813629809934
50295,E.S.B.,Extra Special / Strong Bitter (ESB),0.26168813629809934
38551,Summer Stout,American Stout,0.26168813629809934
31800,Inclusion Amber,American Amber / Red Ale,0.26168813629809934
75103,Märzen,Märzen / Oktoberfest,0.26206246273284756
75954,Pumpkin Ale,Pumpkin Ale,0.26206246273284756
75102,Czech Pilsner,Czech Pilsener,0.26206246273284756
74300,Lit Wit Belgian Ale,Witbier,0.26206246273284756
74489,Magnum IPA,American IPA,0.26206246273284756
60433,Hop Drop IPA,American IPA,0.26271724211427355
60438,Big V,English Barleywine,0.26271724211427355
60317,Ligera,American Pale Ale (APA),0.26271724211427355
38034,Excalibur Strong,Euro Strong Lager,0.26274132348758794
57921,Irish Red Ale,Irish Red Ale,0.2629442050902735
59350,Old Frog Grog,Oatmeal Stout,0.2629907153328743
71716,Imperial Stout,American Double / Imperial Stout,0.26375149335612535
76815,Weizen Shine,Dunkelweizen,0.26375149335612535
25490,Abbey Dubbel,Dubbel,0.2642427402966217
70644,Rosa,Herbed / Spiced Beer,0.2645586404806416
71691,Darker Shade Of Pale,American Black Ale,0.2649352519709288
60772,Summer Stout,English Stout,0.2649352519709288
62695,IPA Italian Pale Ale,American IPA,0.2649352519709288
9476,Greenshields India Pale Ale,American IPA,0.2656888433575345
2340,Heartland Brewery HefeWeizen,Hefeweizen,0.2657501288133876
14059,Graf Stolberg Dunkel,Munich Dunkel Lager,0.26576423783871295
70148,Double Take Amber Ale,American Amber / Red Ale,0.2660556206013612
7212,Colonial Porter,American Porter,0.2663424280610357
4510,McGuires Belgian Strong Ale,Belgian Pale Ale,0.2664966048390234
33050,Janá&#269;ek Patriot,Czech Pilsener,0.2666649763053329
46616,Christmasbier (Weihnachts),Vienna Lager,0.2666649763053329
73206,Gimme Chocolate Bock,Bock,0.2666649763053329
75852,Sunday's Honey Golden Ale,Braggot,0.2666649763053329
37782,Double IPA,American Double / Imperial IPA,0.2666649763053329
65386,Madrone Red,American Amber / Red Ale,0.2672796447888264
48051,Frambozen,Fruit / Vegetable Beer,0.26742356087262353
62726,Dillingham Dunkel,Dunkelweizen,0.26742356087262353
46158,Spike,American Pale Ale (APA),0.26742356087262353
51394,Paula & Andy's Victory Red,Irish Red Ale,0.26742356087262353
65335,Front Street Amber,Vienna Lager,0.26742356087262353
68312,Responders Ale,American Blonde Ale,0.2676186032102957
74402,Just The Tip,Kölsch,0.2676186032102957
71446,Larine Grand 95,Euro Strong Lager,0.26771636335179305
55607,Sockeye Double Gnarly Imperial Black IPA,American Black Ale,0.26790032127630703
46419,Session Ale #15: S.W.I.L.L.,American Adjunct Lager,0.2681183415529315
48807,Alphand Blonde,Belgian Pale Ale,0.2681183415529315
59390,5-inin IPA,American IPA,0.2681183415529315
48550,Orgemont Brune,Belgian Dark Ale,0.2681183415529315
57791,Specialbrygd #5 MHMM - Mindre Humle Mera Malt,Extra Special / Strong Bitter (ESB),0.2681183415529315
44637,Heartland Brewery Fresh Hop Amber Lager,American Amber / Red Lager,0.2681183415529315
64136,Confessional IPA,American IPA,0.2684580342537858
73026,Bear Paw Honey Lager,American Adjunct Lager,0.2687764682876564
61340,Bourbon Scarlett Lady,Extra Special / Strong Bitter (ESB),0.26879863313185964
41901,La Goule Bio,Belgian Pale Ale,0.2690641019447394
48559,Northmæn Bière De Noël,Belgian Strong Dark Ale,0.2690641019447394
16203,Triple 7 Bohemian Pilsner,Czech Pilsener,0.2691270670378517
66562,Road Kill Barleywine Style Ale,American Barleywine,0.2694482348434256
49793,Barrel Aged Porter,American Porter,0.26987846565587975
76199,Kennebunkport Porter,English Porter,0.27012122972665736
11271,"""Alt""ered State",Altbier,0.2705879561012535
72425,Old Orange Street Fair,Kölsch,0.27073230747708005
70271,Valkyrie Pilsner,German Pilsener,0.270911875404017
46622,King Street Light Lager,Light Lager,0.2715956984245861
65601,Ragged Edge Espresso Stout,American Stout,0.2718712368530278
59641,Hancock Høker Bajer,Euro Pale Lager,0.27199094687170566
75889,Kamakura Prime Beer Hoshi No Taiga,English Pale Ale,0.2722494102308587
