beer_beerid,beer_name,beer_style,distance
24718,Rebellion,American Amber / Red Ale,0.5117554167390332
15772,Bombay Pale Ale,English India Pale Ale (IPA),0.5119759390914795
60369,Groovin Hop,American Pale Ale (APA),0.5141152349974603
62765,Founders Misty Mountain Hop Brown,American Brown Ale,0.5146354176079695
21601,Old Curmudgeon,American Strong Ale,0.5169938330506104
23096,Wee Heavy,Scotch Ale / Wee Heavy,0.5186429835300082
28795,Kwisbierke,Belgian Strong Pale Ale,0.5223769153080379
10403,Best Bitter,English Bitter,0.5265538813560878
64387,Triple Bock,Doppelbock,0.5290178822685979
76133,Vida Y Muerte Muertzenbier,Märzen / Oktoberfest,0.5306533810660575
23676,The Bees Knees,Herbed / Spiced Beer,0.5327324990636182
75059,Bières Et Plaisirs Brune Belge Forte,Belgian Strong Dark Ale,0.5341565338701472
60898,Brew Ridge Trail Collaboration Ale,American Black Ale,0.5354404918850183
77081,PennyPacker 120,Scotch Ale / Wee Heavy,0.535529595902056
48388,Fischer Fastenbier,Doppelbock,0.536897808520764
37176,ESB,Extra Special / Strong Bitter (ESB),0.5376844142262418
8233,Honey Brown Lager,American Amber / Red Lager,0.5392570768919819
21930,Narren,Extra Special / Strong Bitter (ESB),0.5402310057541639
24160,No 1 Ale  (ESB Extra),Extra Special / Strong Bitter (ESB),0.5405849119488182
64070,Whisky Barrel-Aged Clotworthy Dobbin,Irish Red Ale,0.5422571703024491
25434,Khmelyoff,Euro Pale Lager,0.5453706458357417
6210,Hawthorne's Best Bitter,English Bitter,0.5469557291823643
53158,Trafalgar Malted Corpse,Irish Red Ale,0.5494249023492312
23742,Comrade Bill Bartrams Egalitarian Anti-Imperialist Soviet Stout,Russian Imperial Stout,0.5495419148788564
43296,Pub Ale,Extra Special / Strong Bitter (ESB),0.551039902389579
75202,Drake's Jolly Rodger 2011,American Black Ale,0.5547185106174127
18133,Sunshine Coast Robinsons Old Dark Ale,English Dark Mild Ale,0.5558806532375505
69399,Chiron,Extra Special / Strong Bitter (ESB),0.557052468497215
72515,Hot Blooded (DUPLICATE),Foreign / Export Stout,0.5575863572468521
66556,Grand Ridge Mirboo Midnight,American Black Ale,0.5603355788447588
42699,Bischofshof Pils,German Pilsener,0.564574653190884
46362,Patio Pils,German Pilsener,0.5648825491907703
40061,Pils,Czech Pilsener,0.5649156352992475
70082,Pale Ale (Delta+Chinook),American Pale Ale (APA),0.5663696303513013
52709,Waldpils,German Pilsener,0.5664901097205344
22778,Riptide Red Ale,Irish Red Ale,0.5681809156191252
42403,Raspberry Weizen,Fruit / Vegetable Beer,0.5691540623488194
19882,Traffic Jam California Strong Ale,American Strong Ale,0.5703336584234399
77192,Brettanomyces Project 1,Saison / Farmhouse Ale,0.5707823584058733
29142,Oatboy Imperial IPA,American Double / Imperial IPA,0.5709801049133018
69066,Tennessee Tuxedo,American Stout,0.5713761571666828
23459,Unplugged Enigma,Fruit / Vegetable Beer,0.5718698972679261
40437,Toucan,Irish Dry Stout,0.5745072305053498
45702,Ledenika,Euro Pale Lager,0.5746960313954866
70294,Mea Magna Culpa Vieillie En Fût De Chêne,American Barleywine,0.5748803788242618
59108,Fool's Gold Ale,American IPA,0.575077994147228
53939,Sonoma Aroma IPA,American IPA,0.5765471485902335
34978,Kind Rye Pale Ale,Rye Beer,0.5768081352188061
6268,Righteous Red,American Amber / Red Ale,0.576842494234329
25473,Partly Sunny,Witbier,0.5800485375651229
20468,Marstons Resolution / Low C,English Bitter,0.5844303479100429
47227,Cuvée Spéciale Du Dep De La Rive,American Barleywine,0.5856122521454246
39923,Sandy Paws (2007),Doppelbock,0.5858648035940955
43081,L'Olmaia La 5,Belgian Pale Ale,0.5865890405747929
62100,Murray's Spartacus,American Double / Imperial IPA,0.5871246775238221
66349,Agitator Double IPA,American Double / Imperial IPA,0.5885407457854414
39452,Dunkel,Munich Dunkel Lager,0.5892363517119532
22204,Big Dog Double IPA,American Double / Imperial IPA,0.590675791018759
63488,Plum Rye Bock,Fruit / Vegetable Beer,0.5910450193866321
71709,Vienna-Style Amber Lager,Vienna Lager,0.5916291600534878
50374,Král umavy Vimperský Leàk,Czech Pilsener,0.5933714285500411
50678,Cambridge House Torrington Summer Ale,American Blonde Ale,0.5939241699092485
42756,Organic Pilsner,German Pilsener,0.5959203280552674
57828,Back Stabber 10,Russian Imperial Stout,0.5960678903537384
9941,Black Forest MaiBock,Maibock / Helles Bock,0.5980941274866615
2799,Dam Lager,American Adjunct Lager,0.599321912151448
28573,Moskovskoye Bochkovoye,Euro Pale Lager,0.5994411064273185
65804,Barrel-Aged Zatek 2010,Russian Imperial Stout,0.5997896333921341
47273,Pivo &#379;ywe,Euro Pale Lager,0.5997934197741372
3282,White Weasel Ale,American Pale Ale (APA),0.6014064326050871
54284,Mocha Porter,American Porter,0.6016470763909771
50609,Ascension,Belgian IPA,0.6016532250381572
45438,Dunkelroggen,Roggenbier,0.6017053295658172
44205,Champflower Ale,English Bitter,0.6024626823599862
64348,Sleigh Ryed,Rye Beer,0.6033676758488034
7384,Maxwell's Dry Stout,Irish Dry Stout,0.6035462782476364
72390,Cascade IPA,American IPA,0.6038197332846585
47443,Oktoberfest Lager,Märzen / Oktoberfest,0.6046895141060921
16754,Epidurale,American Barleywine,0.6064742645571065
49291,Pale Ale,American Pale Ale (APA),0.6085955752809946
8355,Barley's Blue Diamond,American Pale Lager,0.610096566192097
18766,Hopnotic India Pale Ale,English India Pale Ale (IPA),0.6123527250102931
33364,Peculiar Strong Ale (Bourbon Barrel Aged),English Strong Ale,0.6139743522130431
70117,Summer Spice,Witbier,0.6153517623143653
51788,Anniversary Ale XIII,Belgian Pale Ale,0.6155554782993998
54293,Brick Red Baron Light,American Adjunct Lager,0.617577384550383
62395,2008 Vintage Oak Aged Ale (Barrel No. 96),Flanders Red Ale,0.6179862753369411
27040,Embalmer,American Barleywine,0.618424902704198
69138,Mama Kriek,Fruit / Vegetable Beer,0.618473211041853
58496,Rye Porter,American Porter,0.6204961380729561
56675,10-10-10 IPA,American Double / Imperial IPA,0.6219713325690969
52616,La Nuit Des Temps,Milk / Sweet Stout,0.6242172393413349
25711,Nut Brown Ale,American Brown Ale,0.6257785064156233
20872,Squatters Nitro Espresso Stout,American Stout,0.6266122088515563
27674,Blacksnake Porter,American Porter,0.6270511082913595
25794,Triple,Tripel,0.6276483212274233
65725,Mash Freo Doctor,Euro Pale Lager,0.6281270785257725
60710,Winklepicker,Winter Warmer,0.6282752417043389
62258,Harvest Ale,Märzen / Oktoberfest,0.6289374563014806
36221,Chocolate Stout,English Stout,0.6301112095951571
54472,Rosemary's Baby,American Strong Ale,0.6304347228294649
75878,Passion Fruit Wheat Ale,American Pale Wheat Ale,0.6318770081396113
60821,Celia Pale Ale,Belgian Pale Ale,0.6331301885552911
17152,Spendrups Julbock,Bock,0.6336954517224704
53823,Valley Brew Peach,American Pale Wheat Ale,0.6339350731462767
72118,Bourbon Barrel Coffee Night Train,American Porter,0.6369757538462381
38567,Hopkowski,American Amber / Red Ale,0.6372611535516352
75066,G'Ma's Homegrown,American IPA,0.637348962520768
50230,Emelisse Dubbel,Dubbel,0.6390947804014546
36918,Brewer's Art Saison Des Mysteres,Saison / Farmhouse Ale,0.6414455501813143
61601,Imperial Stout,Russian Imperial Stout,0.6423301654836421
69964,Altus,Altbier,0.6428945969116897
55980,McCoy's Exodus,Russian Imperial Stout,0.6435621753085197
23144,Amsterdam Irish Stout,Irish Dry Stout,0.6442077298943378
23584,Scary Ferris Wheel,Vienna Lager,0.6448008369299116
47244,30th Street Pale Ale,American Pale Ale (APA),0.6463791003130309
40135,Winter Fire,Winter Warmer,0.64658526949287
66788,Chocolate Porter,American Porter,0.6466349483635175
33578,The Gobbler,American Pale Ale (APA),0.6468996754005748
25585,Guibertine Blonde D´épeautre,Witbier,0.6474615154724858
41598,Iguazu,American Adjunct Lager,0.6476048817484071
75262,Mr. Miagi's Wasabi Stout,Foreign / Export Stout,0.6476571731511732
68900,Acer Quercus - The Bruery / Lawson's Finest Liquids Collaboration,American Strong Ale,0.6477222907882734
27678,Tarwe Bock,Weizenbock,0.647823295985517
33728,Ølfabrikken Sommer IPA,American IPA,0.6498931760748585
10331,Route Des Épices (Ale Rousse Au Poivre),Rye Beer,0.6500064235149843
1973,Irish Setter Red,Irish Red Ale,0.6502047277664452
45634,Brugse Bok,Bock,0.6510488236744401
39320,Drie Fonteinen Doesjel,Gueuze,0.6512587909545623
56785,Black Tot (Bourbon Barrel),American Double / Imperial Stout,0.6513528481668491
37202,Cristal,American Adjunct Lager,0.6527338156807035
48318,Czechered Past Pilsner,Czech Pilsener,0.654029989930444
40064,Lumpy Gravy,American Brown Ale,0.6549097708574229
66924,Maduro Oatmeal Brown Ale - Cherry Wood,American Brown Ale,0.6565435330389477
13655,Two Rivers Light,Light Lager,0.6568789268989149
5537,Weltenburger Kloster Anno 1050,Märzen / Oktoberfest,0.6573577473979002
26531,Opafest,Märzen / Oktoberfest,0.6574597613045392
64778,Schlafly Imperial Pilsner,American Double / Imperial Pilsner,0.6577031644502835
54546,St-Ambroise Stout Impériale Russe,Russian Imperial Stout,0.6584344288812467
55369,John Bull's Pale Ale,American Pale Ale (APA),0.6586777180835085
61741,Earl Oatmeal Coffee Stout,American Stout,0.6590559541428072
36271,Lepus,English Bitter,0.6609469490956211
49814,Outlaw IPA,American IPA,0.6626705518364685
66963,Jaxon's Holiday Lager,American Amber / Red Lager,0.66481429775862
43568,Vëte Öl,American Pale Wheat Ale,0.6656829023166042
22355,Faust Kraeusen Naturtrueb,Munich Helles Lager,0.6674606961926662
32766,Goldwing,English Bitter,0.6686501286909365
76752,Fox Tail Gluten Free Ale,American Pale Ale (APA),0.6695672326657217
42293,La Fiesta Lager,German Pilsener,0.6709053844747657
5481,Estrella Galicia,American Adjunct Lager,0.6710554507285402
53909,Growlers I.P.A.,English Pale Ale,0.6728197039581616
24254,Debowe Mocne,Euro Strong Lager,0.6747145756990348
19893,Magnolia Ashbury Alt,Altbier,0.6750084125629136
4947,Highland St. Terese's Pale Ale,American Pale Ale (APA),0.6752549619281586
52448,Ossett Light Ale,English Pale Ale,0.6789193665960253
40525,De-Railed IPA,American IPA,0.6791523324940534
72818,Brooklyn Radius,Belgian Pale Ale,0.6800111500196188
68677,MoonBow Wit,Witbier,0.6804413412685721
49055,Aiken Double Pale Ale,American Double / Imperial IPA,0.6805472488203053
22782,Spring Bock,Bock,0.6806377609620168
34180,Amber Ale,American Amber / Red Ale,0.6820252244716941
55166,Globe Ale,Cream Ale,0.6825670121858252
66626,Ben Franklin Chocolate Brown,American Brown Ale,0.6827024526020659
28023,Brune,Belgian Dark Ale,0.6836320893402072
20736,"Harpoon 3B (Barrel-Aged, Belgian, Bitter)",Belgian Dark Ale,0.6840987677267389
75987,Cezanne Saison,Saison / Farmhouse Ale,0.6844788883415306
3187,Anacortes Pilsner,German Pilsener,0.6848031275185827
24560,Rock Bottom Saguaro Stout,Irish Dry Stout,0.6851587007134373
8914,'t Smisje Kerst,Belgian Strong Dark Ale,0.6851719102655879
35402,7 Stern Bamberger Rauchbier,Rauchbier,0.6856439154670324
58850,Wee Heavy Scotch Ale,Scotch Ale / Wee Heavy,0.686021045126369
70154,The Cyclist,Fruit / Vegetable Beer,0.6864985701453541
46044,Willoughby American Amber Ale,American Amber / Red Ale,0.6876831940483245
70660,Devil's Drip,Tripel,0.688316939662324
1729,Old Style Genuine Draft,American Adjunct Lager,0.6885841583999949
73803,WHOPper Wet Hop Pale Ale,American Pale Ale (APA),0.6890531964064338
29983,One Hop: Cascade,English Bitter,0.6896781143172552
55670,Lood & Oud IJzer,American Strong Ale,0.6903089182463356
32294,Dunkel Sam,Dunkelweizen,0.6911011514767476
72212,Bourbon Oaked Solidarity,English Dark Mild Ale,0.6917467091540844
43457,Warsteiner Premium Cola,Fruit / Vegetable Beer,0.6924387770507957
67780,Riley's Irish Red,Irish Red Ale,0.6925681432045668
47910,Bourbonator Doppelbock,Doppelbock,0.6938901529151223
34419,Founders Peter Piper Peppered Pale,American Pale Ale (APA),0.6947436260208252
43375,Heineken Pilsner,Euro Pale Lager,0.6948993090085639
51831,Rocket Girl,American Pale Ale (APA),0.6951590787448697
3407,Nimbus Dirty Güera (Blonde) Ale,American Blonde Ale,0.6952733058114257
41232,Station Bitter,English Bitter,0.6955863015452164
41885,Kokanee Glacier Beer,American Adjunct Lager,0.6979145059001639
57250,Flemish Pale Ale,Belgian Pale Ale,0.6980188258010664
30581,Kaltenberg Pils,German Pilsener,0.6982375405183722
15868,Dominus Vobiscum Triple,Tripel,0.6991692449401361
5230,Brewer's Alley Trinity Stout,American Stout,0.6997478532483563
43130,Tattooed Monk,Dunkelweizen,0.7001887426506673
51261,Blueberry Classic Bitter,Fruit / Vegetable Beer,0.700580987320638
16932,Borgio,Czech Pilsener,0.7023927764412048
65067,Golfschteiner,Euro Pale Lager,0.7026565570626074
58082,GT Lager,American Pale Lager,0.7066834290939051
42419,Single Batch Series - Barleywine,American Barleywine,0.7067374170469226
75665,Double Shaka Imperial IPA,American Double / Imperial Stout,0.7067954695150465
66323,Karma Citra,American Black Ale,0.7082940613652446
43611,2X India Brown,American Brown Ale,0.7084137445615627
14433,Almighty Barleywine,American Barleywine,0.7086703531544016
66259,Buck Range Light,Light Lager,0.7091665790389988
67914,Schlappeseppel Hefe Weißbier,Hefeweizen,0.7093068235280174
55805,Black Sin,Russian Imperial Stout,0.7095364241452635
69170,2011 Grand Crüe,American Strong Ale,0.7097557786206454
54401,Willimantic Working Woman's Wheat,American Pale Wheat Ale,0.71026942057904
40234,Bière De Noël,Dubbel,0.7105655057263929
25226,Bush-Wacker Wheat,American Pale Wheat Ale,0.7108505679801773
73724,Asahi Orion,Japanese Rice Lager,0.7110091299297004
58176,Scarlet Harlot,American Amber / Red Ale,0.7110133039552607
15564,Beale Street Blues Amber Ale,American Amber / Red Ale,0.7125512725572766
4455,KEO Beer,American Adjunct Lager,0.7128743002793178
62030,Blind Pig Oatmeal Stout,Oatmeal Stout,0.7138592647186721
23913,Triple MMM Stout,English Stout,0.7147191811531765
42571,Great Lakes Imperial Dortmunder,Dortmunder / Export Lager,0.715287725471124
35436,Oktoberfest Lager,Märzen / Oktoberfest,0.7157152254247229
42072,Sweetwater Jack Ass,American Barleywine,0.7157571728622716
66723,Blacken' Blue Raz Ale,Fruit / Vegetable Beer,0.7158321265443576
69216,Columbus Petite Blonde,Belgian Pale Ale,0.7169530992049975
2968,Landwehr Dunkles Landbier,Munich Dunkel Lager,0.7170764549478267
67006,Bourbon Barrel Ard Ri,American Barleywine,0.7172356715754863
23940,Red Horse Malt Liquor,American Malt Liquor,0.7181625626267489
3250,Yuengling Light Beer,Light Lager,0.7185994306697228
23265,Fuller's Hock,English Dark Mild Ale,0.7187332327004414
54279,Spinal Tap,American Double / Imperial IPA,0.7191367555998299
61039,Cranberry Saison,Saison / Farmhouse Ale,0.7193461420529861
33161,Yanjing 11º Premium,American Adjunct Lager,0.7200751319649042
29196,Very Diest,Low Alcohol Beer,0.720550202949978
12129,Samarskoye,Euro Pale Lager,0.7205738855026314
71048,Event Horizon Imperial IPA,American Double / Imperial IPA,0.7210125933785291
73461,Grumpy Limey,English Bitter,0.7213877192364321
55206,Three Beavers Imperial Red Ale,American Amber / Red Ale,0.7214371787157011
60875,Cascadian Dark Ale,American Black Ale,0.722362111254457
3474,Busch Ice,American Adjunct Lager,0.7223857723954218
19231,Oyasumi Beer,Hefeweizen,0.7223875020158722
52269,Bourbon Barrel Old St. Matthews,Old Ale,0.7243023141534657
32991,Carlinator Uber Bock,Doppelbock,0.7245005906986225
48659,L'Abbé Des Anges,English Brown Ale,0.724512063557208
15199,Old Redwood Square Barleywine,American Barleywine,0.7254444707139601
58926,H...Oppenheimer,American Double / Imperial IPA,0.7262101898184452
3341,Roundhouse,American Barleywine,0.7269081702014824
45004,Cyclops,English India Pale Ale (IPA),0.729338801037685
3571,Charbonniere,Smoked Beer,0.7295939470242947
59141,One Hop Wonder #10 (Citra),American IPA,0.7297617680239086
43142,Glo Golden Ale,American Blonde Ale,0.729897072864137
73059,Chardonnay Barrel Blonde,Saison / Farmhouse Ale,0.7301415988902732
6856,Malzbier,Low Alcohol Beer,0.7304699951797797
51037,Blue Belle,Dubbel,0.7309778520746639
57002,Pilsner,German Pilsener,0.7316282329714869
37348,F.I.B.'s Imperial Pale Ale,American Double / Imperial IPA,0.7332093722661891
17988,Palliser Porter,American Porter,0.7335129272116908
1121,Altbier,Altbier,0.734406914983071
40091,Rochester Mills Double IPA,American Double / Imperial IPA,0.7351476228172508
66922,Maduro Oatmeal Brown Ale - French Oak,American Brown Ale,0.7353483324380813
21543,Sweet Magnolia Brown Ale,American Brown Ale,0.7354576993630326
56656,5-South,American Pale Ale (APA),0.7370243235457965
59368,Saaz Hopburst,American Double / Imperial Pilsner,0.7371154038791806
5390,Andreas Premium,German Pilsener,0.7375721384510358
20675,Old Thumper Barleywine,American Barleywine,0.7376232948052276
1645,Bruegel Amber Ale,Belgian Pale Ale,0.7380590886410129
18643,Thirsty Beaver Amber Ale,American Amber / Red Ale,0.738352409546854
16350,Ochakovo Klassichiskoye,Euro Pale Lager,0.7389891101945925
66258,Penticton Harvest Honey Pale Ale,American Pale Ale (APA),0.7390614977551863
3176,Dundee Export 90 Scotch Ale,Scottish Ale,0.7402539410436646
4662,The Old Toad Nut Brown Ale,English Brown Ale,0.7402714631293104
73716,Solstice D’Été Aux Cerises,Fruit / Vegetable Beer,0.7413771439543322
5032,Perla Chmielowa (Hop Pearl),Euro Pale Lager,0.7415945359150907
74825,Hopper Whitman Winter Brew,Winter Warmer,0.7424276692228903
603,Duinen Tripel,Tripel,0.7434329587803798
17670,Belhaven 60/-,English Dark Mild Ale,0.7460019741959801
45957,Veritas 004,American Wild Ale,0.746272400044149
69612,Tank Town Brown,American Strong Ale,0.746344474315335
10364,Grain Belt Premium,American Adjunct Lager,0.7469480281151742
31587,R.J. King Wingwalker Pale Ale,American Pale Ale (APA),0.7473726288560731
55888,Cheffe Berry Stout,American Stout,0.7477293476563318
8254,DB Draught,Euro Pale Lager,0.7497670642796218
45711,Coronado Orange Avenue,American Pale Wheat Ale,0.7500154214268524
22404,Bulleit Bourbon Porter (12th Anniversary),American Porter,0.7503862855234056
6397,Wakefield Pride,English Pale Ale,0.7511264782860794
55230,Cherry Vanilla Infused Imperial Stout Trooper,Russian Imperial Stout,0.7512960855127818
30554,Saison De Suitcase,Saison / Farmhouse Ale,0.7513058320069305
65962,Hop Fury,American IPA,0.7528142836333591
62925,Sternburg Schwarzbier,Schwarzbier,0.7531204431368645
40498,Grabassier,Belgian Strong Pale Ale,0.7544864715650459
49138,Tõmmu Hiid - Kerge Tume Õlu,Vienna Lager,0.7545377249962508
60807,Sweetwater Crank Tank Rye'd Ale,Rye Beer,0.7550194148625077
21592,Dark Dog Dunkel Rye,Rye Beer,0.7551063477296696
59259,Kali Kush,Herbed / Spiced Beer,0.7552676301175325
24651,Polestar Pilsner,German Pilsener,0.7554084528970381
55371,Réserve,American IPA,0.7563951841315433
26580,Saison St-Louis,Saison / Farmhouse Ale,0.7564898952021875
1947,Kriekbier,Fruit / Vegetable Beer,0.7578359089846345
44720,Ilzer Superior,German Pilsener,0.7582572949561877
57019,Maibock,Maibock / Helles Bock,0.7587064270676775
32036,Copper Town Ale,American Pale Ale (APA),0.7587198713780934
49703,Summer Blonde,American Blonde Ale,0.7588693375946288
26039,J.W. Lees Harvest Ale (Sherry Cask),English Barleywine,0.7588932670999142
42398,ASDA Premium Golden Ale,English Bitter,0.7589176323841427
15515,Regatta Red,American Amber / Red Ale,0.7591829543706664
74813,Winter Grind Coffee Stout,American Stout,0.7593577794505157
2674,Bank Street Harvest Wheat,American Pale Wheat Ale,0.7597380483169971
35380,Black Market Porter,American Porter,0.7609007087427646
66715,Cuvée D'Hiver,Saison / Farmhouse Ale,0.7612126059657631
7097,Brewer's Art Resurrection,Dubbel,0.7626731733374624
50724,Cellar Cuvee 1,American Strong Ale,0.7640071864504737
47815,Fegley's Amber Lager,American Amber / Red Lager,0.7651202868823374
17560,Maibock,Bock,0.7653458732881776
61809,Bourbon Barrel-Aged Black Betty,American Porter,0.7659285853627638
10973,Bridge Of Lions Brown Ale,English Brown Ale,0.7672126064675199
27936,Franklinfest,Märzen / Oktoberfest,0.7673254414100333
38218,Neumarkter Lammsbräu Festbier,Märzen / Oktoberfest,0.7685098375644512
52563,First Waltz Imperial Rye IPA,American Double / Imperial IPA,0.7698649757975615
54318,Emperor Norton's Peppermint Stout,American Stout,0.7702570447076632
9493,Captain Selin's Cream Ale,Cream Ale,0.7713893834891512
20058,Big Tom's Extra Golden Ale,American IPA,0.7719276967372198
30904,Schwarzbier,Schwarzbier,0.7721171481951985
49964,Old Hat Amber Rhy,Rye Beer,0.7735052700923171
40908,Impeachment Porter,American Porter,0.7737497813082947
50792,Piebalga Mednieku Alus (Piebalga Hunters' Beer),Euro Pale Lager,0.7738924912273759
41708,River Horse Double Wit,Witbier,0.7739424857800523
19819,Akinama,Happoshu,0.7739780419229
62996,Sour Pumpkin,American Wild Ale,0.7747660202763925
9054,Florisgaarden Apple,Fruit / Vegetable Beer,0.7749923016228678
64666,Barrel Aged Double Coffee Stout,American Stout,0.7751119917521994
47955,Ochakovo Premium Ruby,Vienna Lager,0.7756291187640809
30405,Hahn Vienna Red,Vienna Lager,0.7757605111439186
28233,Ahab's Resolve English Pale Ale,English Pale Ale,0.7761519902927638
52329,De Koninck Cuvée 175,Belgian Strong Pale Ale,0.7761628085546629
75511,Dark Helmet,Schwarzbier,0.7767887473442808
60808,Zötler Hefe-Weizen Dunkel,Dunkelweizen,0.7774749094439749
74629,Lager Town,Märzen / Oktoberfest,0.7776518075633576
45203,Batch 700,English Pale Ale,0.7785417379746579
66118,CKUbreW,American Blonde Ale,0.7787894429896292
58955,Xyauyù Etichetta Oro (Gold),English Barleywine,0.779139525068224
